customer_id,product_line,unit_price,quantity,tax_%,total,date,day_of_week,time,payment,cogs,gross_margin_percent,gross_income,rating
109-28-2512,Sports and travel,54.54999923706055,10,27.274999618530273,572.775,2019-03-02,Saturday,11:15,Credit card,545.5,4.761904762,27.275,7.1
120-06-4233,Electronic accessories,79.38999938964844,10,39.69499969482422,833.595,2019-02-07,Thursday,20:15,Cash,793.9000244140625,4.761904762,39.695,6.2
120-06-4233,Electronic accessories,20.625,4,16.5,99.0,2019-02-13,Wednesday,12:30,Ewallet,82.5,4.761904762,6.45,6.5
120-06-4233,Electronic accessories,30.610000610351562,6,9.182999610900879,192.843,2019-03-12,Tuesday,20:30,Cash,183.66000366210938,4.761904762,9.183,9.3
120-06-4233,Food and beverages,13.75,6,16.5,99.0,2019-01-02,Wednesday,15:15,Ewallet,82.5,4.761904762,12.498,5.6
120-06-4233,Food and beverages,8.25,10,16.5,99.0,2019-02-27,Wednesday,18:15,Ewallet,82.5,4.761904762,9.425,5.6
120-06-4233,Health and beauty,97.22000122070312,9,43.749000549316406,918.729,2019-03-30,Saturday,14:30,Ewallet,874.97998046875,4.761904762,43.749,6.0
120-06-4233,Home and lifestyle,8.25,10,16.5,99.0,2019-01-09,Wednesday,12:0,Cash,82.5,4.761904762,7.9,7.8
120-06-4233,Home and lifestyle,28.309999465942383,4,5.6620001792907715,118.902,2019-03-07,Thursday,18:30,Cash,113.23999786376953,4.761904762,5.662,8.2
120-06-4233,Sports and travel,8.25,10,16.5,99.0,2019-01-09,Wednesday,13:45,Cash,82.5,4.761904762,47.72,5.2
120-06-4233,Sports and travel,27.93000030517578,5,6.982500076293945,146.6325,2019-01-29,Tuesday,15:45,Cash,139.64999389648438,4.761904762,6.9825,5.9
123-19-1176,Electronic accessories,61.40999984741211,7,21.493499755859375,451.3635,2019-01-14,Monday,10:0,Cash,429.8699951171875,4.761904762,21.4935,9.8
123-19-1176,Electronic accessories,23.06999969482422,9,10.381500244140625,218.0115,2019-02-01,Friday,11:15,Cash,207.6300048828125,4.761904762,10.3815,4.9
123-19-1176,Electronic accessories,30.200000762939453,8,12.079999923706055,253.68,2019-03-03,Sunday,19:30,Ewallet,241.60000610351562,4.761904762,12.08,5.1
123-19-1176,Fashion accessories,8.25,10,16.5,99.0,2019-02-27,Wednesday,18:45,Credit card,82.5,4.761904762,9.885,5.0
123-19-1176,Food and beverages,77.55999755859375,10,38.779998779296875,814.38,2019-03-14,Thursday,20:30,Ewallet,775.5999755859375,4.761904762,38.78,6.9
123-19-1176,Health and beauty,58.220001220703125,8,23.288000106811523,489.048,2019-01-27,Sunday,20:30,Ewallet,465.760009765625,4.761904762,23.288,8.4
123-19-1176,Health and beauty,39.0099983215332,1,1.9505000114440918,40.9605,2019-03-12,Tuesday,16:45,Credit card,39.0099983215332,4.761904762,1.9505,4.7
123-19-1176,Health and beauty,27.729999542236328,5,6.932499885559082,145.5825,2019-03-26,Tuesday,20:15,Credit card,138.64999389648438,4.761904762,6.9325,4.2
123-19-1176,Home and lifestyle,69.4000015258789,2,6.940000057220459,145.74,2019-01-27,Sunday,19:45,Ewallet,138.8000030517578,4.761904762,6.94,9.0
123-19-1176,Home and lifestyle,46.220001220703125,4,9.244000434875488,194.124,2019-03-12,Tuesday,20:0,Credit card,184.8800048828125,4.761904762,9.244,6.2
129-29-8530,Fashion accessories,90.22000122070312,3,13.532999992370605,284.193,2019-02-18,Monday,19:30,Cash,270.6600036621094,4.761904762,13.533,6.2
129-29-8530,Fashion accessories,47.439998626708984,1,2.371999979019165,49.812,2019-02-22,Friday,18:15,Credit card,47.439998626708984,4.761904762,2.372,6.8
129-29-8530,Health and beauty,66.47000122070312,10,33.23500061035156,697.935,2019-01-15,Tuesday,15:0,Credit card,664.7000122070312,4.761904762,33.235,5.0
129-29-8530,Health and beauty,81.94999694824219,10,40.974998474121094,860.475,2019-03-10,Sunday,12:30,Credit card,819.5,4.761904762,40.975,6.0
129-29-8530,Home and lifestyle,85.72000122070312,3,12.857999801635742,270.018,2019-01-24,Thursday,20:45,Ewallet,257.1600036621094,4.761904762,12.858,5.1
129-29-8530,Home and lifestyle,16.670000076293945,7,5.834499835968018,122.5245,2019-02-07,Thursday,11:30,Ewallet,116.69000244140625,4.761904762,5.8345,7.4
129-29-8530,Home and lifestyle,40.72999954223633,7,14.255499839782715,299.3655,2019-03-12,Tuesday,11:0,Ewallet,285.1099853515625,4.761904762,14.2555,5.4
129-29-8530,Sports and travel,93.13999938964844,2,9.314000129699707,195.594,2019-01-20,Sunday,18:0,Ewallet,186.27999877929688,4.761904762,9.314,4.1
129-29-8530,Sports and travel,62.619998931884766,5,15.654999732971191,328.755,2019-03-10,Sunday,19:15,Ewallet,313.1000061035156,4.761904762,15.655,7.0
129-29-8530,Sports and travel,14.699999809265137,5,3.674999952316284,77.175,2019-03-24,Sunday,13:45,Ewallet,73.5,4.761904762,3.675,8.5
132-32-9879,Electronic accessories,12.050000190734863,5,3.012500047683716,63.2625,2019-02-16,Saturday,15:45,Ewallet,60.25,4.761904762,3.0125,5.5
132-32-9879,Electronic accessories,93.95999908447266,4,18.79199981689453,394.632,2019-03-09,Saturday,18:0,Cash,375.8399963378906,4.761904762,18.792,9.5
132-32-9879,Fashion accessories,12.779999732971191,1,0.6389999985694885,13.419,2019-01-08,Tuesday,14:0,Ewallet,12.779999732971191,4.761904762,0.639,9.5
132-32-9879,Food and beverages,71.19999694824219,1,3.559999942779541,74.76,2019-01-05,Saturday,20:30,Credit card,71.19999694824219,4.761904762,3.56,9.2
132-32-9879,Food and beverages,16.5,5,16.5,99.0,2019-01-30,Wednesday,16:15,Ewallet,82.5,4.761904762,24.2575,9.3
132-32-9879,Food and beverages,14.869999885559082,2,1.4869999885559082,31.227,2019-02-13,Wednesday,18:15,Credit card,29.739999771118164,4.761904762,1.487,8.9
132-32-9879,Health and beauty,10.079999923706055,7,3.5280001163482666,74.088,2019-03-28,Thursday,20:0,Cash,70.55999755859375,4.761904762,3.528,4.2
132-32-9879,Home and lifestyle,77.94999694824219,6,23.385000228881836,491.085,2019-01-21,Monday,16:30,Ewallet,467.70001220703125,4.761904762,23.385,8.0
132-32-9879,Home and lifestyle,93.87000274658203,8,37.54800033569336,788.508,2019-02-02,Saturday,18:30,Credit card,750.9600219726562,4.761904762,37.548,8.3
132-32-9879,Sports and travel,10.3125,8,16.5,99.0,2019-01-02,Wednesday,16:15,Credit card,82.5,4.761904762,12.668,5.6
145-94-9061,Electronic accessories,37.060001373291016,4,7.4120001792907715,155.652,2019-01-31,Thursday,16:15,Ewallet,148.24000549316406,4.761904762,7.412,9.7
145-94-9061,Fashion accessories,31.729999542236328,9,14.278499603271484,299.8485,2019-01-08,Tuesday,16:15,Credit card,285.57000732421875,4.761904762,14.2785,5.9
145-94-9061,Fashion accessories,59.86000061035156,2,5.986000061035156,125.706,2019-01-13,Sunday,14:45,Ewallet,119.72000122070312,4.761904762,5.986,6.7
145-94-9061,Food and beverages,88.36000061035156,5,22.09000015258789,463.89,2019-01-25,Friday,19:45,Cash,441.79998779296875,4.761904762,22.09,9.6
145-94-9061,Food and beverages,99.77999877929688,5,24.94499969482422,523.845,2019-03-09,Saturday,19:0,Cash,498.8999938964844,4.761904762,24.945,5.4
145-94-9061,Health and beauty,39.619998931884766,9,17.82900047302246,374.409,2019-01-13,Sunday,17:45,Credit card,356.5799865722656,4.761904762,17.829,6.8
145-94-9061,Health and beauty,53.16999816894531,7,18.609500885009766,390.7995,2019-01-21,Monday,18:0,Cash,372.19000244140625,4.761904762,18.6095,8.9
145-94-9061,Health and beauty,72.11000061035156,9,32.449501037597656,681.4395,2019-01-28,Monday,13:45,Credit card,648.989990234375,4.761904762,32.4495,7.7
145-94-9061,Health and beauty,82.58000183105469,10,41.290000915527344,867.09,2019-03-14,Thursday,14:30,Cash,825.7999877929688,4.761904762,41.29,5.0
145-94-9061,Sports and travel,69.73999786376953,10,34.869998931884766,732.27,2019-03-05,Tuesday,17:45,Credit card,697.4000244140625,4.761904762,34.87,8.9
149-71-6266,Electronic accessories,74.22000122070312,10,37.11000061035156,779.31,2019-01-01,Tuesday,14:30,Credit card,742.2000122070312,4.761904762,37.11,4.3
149-71-6266,Electronic accessories,36.36000061035156,4,7.271999835968018,152.712,2019-03-25,Monday,13:0,Cash,145.44000244140625,4.761904762,7.272,7.6
149-71-6266,Fashion accessories,39.619998931884766,7,13.866999626159668,291.207,2019-01-25,Friday,13:15,Cash,277.3399963378906,4.761904762,13.867,7.5
149-71-6266,Fashion accessories,81.37000274658203,2,8.13700008392334,170.877,2019-01-26,Saturday,19:15,Cash,162.74000549316406,4.761904762,8.137,6.5
149-71-6266,Fashion accessories,22.31999969482422,4,4.464000225067139,93.744,2019-03-01,Friday,16:15,Credit card,89.27999877929688,4.761904762,4.464,4.4
149-71-6266,Health and beauty,25.43000030517578,6,7.629000186920166,160.209,2019-02-12,Tuesday,19:0,Ewallet,152.5800018310547,4.761904762,7.629,7.0
149-71-6266,Home and lifestyle,90.6500015258789,10,45.32500076293945,951.825,2019-03-08,Friday,10:45,Ewallet,906.5,4.761904762,45.325,7.3
149-71-6266,Home and lifestyle,99.91999816894531,6,29.97599983215332,629.496,2019-03-24,Sunday,13:30,Ewallet,599.52001953125,4.761904762,29.976,7.1
149-71-6266,Sports and travel,64.19000244140625,10,32.095001220703125,673.995,2019-01-19,Saturday,14:0,Credit card,641.9000244140625,4.761904762,32.095,6.7
149-71-6266,Sports and travel,78.06999969482422,9,35.131500244140625,737.7615,2019-01-28,Monday,12:30,Cash,702.6300048828125,4.761904762,35.1315,4.5
152-08-9985,Electronic accessories,57.90999984741211,8,23.163999557495117,486.444,2019-02-07,Thursday,15:0,Cash,463.2799987792969,4.761904762,23.164,8.1
152-08-9985,Electronic accessories,62.47999954223633,1,3.124000072479248,65.604,2019-02-18,Monday,20:15,Cash,62.47999954223633,4.761904762,3.124,4.7
152-08-9985,Electronic accessories,58.029998779296875,2,5.802999973297119,121.863,2019-03-10,Sunday,20:45,Ewallet,116.05999755859375,4.761904762,5.803,8.8
152-08-9985,Fashion accessories,37.95000076293945,10,18.975000381469727,398.475,2019-01-26,Saturday,14:45,Cash,379.5,4.761904762,18.975,9.7
152-08-9985,Fashion accessories,19.65999984741211,10,9.829999923706055,206.43,2019-03-15,Friday,18:15,Credit card,196.60000610351562,4.761904762,9.83,7.2
152-08-9985,Food and beverages,87.80000305175781,9,39.5099983215332,829.71,2019-03-16,Saturday,19:0,Cash,790.2000122070312,4.761904762,39.51,9.2
152-08-9985,Health and beauty,48.630001068115234,10,24.315000534057617,510.615,2019-03-04,Monday,12:30,Cash,486.29998779296875,4.761904762,24.315,8.8
152-08-9985,Health and beauty,64.36000061035156,9,28.961999893188477,608.202,2019-03-12,Tuesday,12:0,Credit card,579.239990234375,4.761904762,28.962,8.6
152-08-9985,Home and lifestyle,97.37000274658203,10,48.685001373291016,1022.385,2019-01-15,Tuesday,13:45,Credit card,973.7000122070312,4.761904762,48.685,4.9
152-08-9985,Sports and travel,45.58000183105469,1,2.2790000438690186,47.859,2019-02-07,Thursday,14:0,Cash,45.58000183105469,4.761904762,2.279,9.8
162-48-8011,Electronic accessories,75.66000366210938,5,18.915000915527344,397.215,2019-01-15,Tuesday,18:15,Ewallet,378.29998779296875,4.761904762,18.915,7.8
162-48-8011,Fashion accessories,99.0999984741211,6,29.729999542236328,624.33,2019-01-19,Saturday,13:0,Cash,594.5999755859375,4.761904762,29.73,4.2
162-48-8011,Fashion accessories,57.27000045776367,3,8.590499877929688,180.4005,2019-02-09,Saturday,20:30,Ewallet,171.80999755859375,4.761904762,8.5905,6.5
162-48-8011,Fashion accessories,22.31999969482422,4,4.464000225067139,93.744,2019-03-14,Thursday,11:15,Ewallet,89.27999877929688,4.761904762,4.464,4.1
162-48-8011,Fashion accessories,91.54000091552734,4,18.308000564575195,384.468,2019-03-23,Saturday,19:15,Credit card,366.1600036621094,4.761904762,18.308,4.8
162-48-8011,Food and beverages,46.54999923706055,9,20.947500228881836,439.8975,2019-02-02,Saturday,15:30,Ewallet,418.95001220703125,4.761904762,20.9475,6.4
162-48-8011,Food and beverages,44.59000015258789,5,11.147500038146973,234.0975,2019-02-10,Sunday,15:0,Cash,222.9499969482422,4.761904762,11.1475,8.5
162-48-8011,Health and beauty,39.90999984741211,3,5.986499786376953,125.7165,2019-02-21,Thursday,12:30,Ewallet,119.7300033569336,4.761904762,5.9865,9.3
162-48-8011,Health and beauty,8.25,10,16.5,99.0,2019-02-27,Wednesday,11:0,Credit card,82.5,4.761904762,6.75,4.8
162-48-8011,Sports and travel,39.119998931884766,1,1.9559999704360962,41.076,2019-03-26,Tuesday,11:0,Credit card,39.119998931884766,4.761904762,1.956,9.6
183-56-6882,Electronic accessories,23.459999084472656,6,7.038000106811523,147.798,2019-01-13,Sunday,19:0,Ewallet,140.75999450683594,4.761904762,7.038,6.4
183-56-6882,Electronic accessories,75.87999725341797,7,26.558000564575195,557.718,2019-01-24,Thursday,10:30,Ewallet,531.1599731445312,4.761904762,26.558,8.9
183-56-6882,Electronic accessories,87.44999694824219,6,26.235000610351562,550.935,2019-02-17,Sunday,14:30,Credit card,524.7000122070312,4.761904762,26.235,8.8
183-56-6882,Fashion accessories,77.0199966430664,5,19.2549991607666,404.355,2019-02-03,Sunday,15:45,Cash,385.1000061035156,4.761904762,19.255,5.5
183-56-6882,Fashion accessories,73.81999969482422,4,14.763999938964844,310.044,2019-02-21,Thursday,18:30,Cash,295.2799987792969,4.761904762,14.764,6.7
183-56-6882,Food and beverages,20.625,4,16.5,99.0,2019-02-06,Wednesday,10:30,Ewallet,82.5,4.761904762,19.884,7.5
183-56-6882,Food and beverages,16.309999465942383,9,7.3394999504089355,154.1295,2019-03-26,Tuesday,10:30,Ewallet,146.7899932861328,4.761904762,7.3395,8.4
183-56-6882,Health and beauty,64.08000183105469,7,22.42799949645996,470.988,2019-01-20,Sunday,12:15,Ewallet,448.55999755859375,4.761904762,22.428,7.6
183-56-6882,Home and lifestyle,99.69999694824219,3,14.954999923706055,314.055,2019-03-18,Monday,11:15,Ewallet,299.1000061035156,4.761904762,14.955,4.7
183-56-6882,Sports and travel,11.850000381469727,8,4.739999771118164,99.54,2019-01-09,Wednesday,16:30,Cash,94.80000305175781,4.761904762,4.74,4.1
199-75-8169,Electronic accessories,10.3125,8,16.5,99.0,2019-01-30,Wednesday,13:45,Ewallet,82.5,4.761904762,16.968,5.7
199-75-8169,Fashion accessories,63.880001068115234,8,25.552000045776367,536.592,2019-01-20,Sunday,17:45,Ewallet,511.0400085449219,4.761904762,25.552,9.9
199-75-8169,Fashion accessories,20.625,4,16.5,99.0,2019-03-13,Wednesday,19:15,Cash,82.5,4.761904762,7.66,5.7
199-75-8169,Fashion accessories,15.5,1,0.7749999761581421,16.275,2019-03-19,Tuesday,15:15,Credit card,15.5,4.761904762,0.775,7.4
199-75-8169,Fashion accessories,58.75,6,17.625,370.125,2019-03-24,Sunday,18:0,Credit card,352.5,4.761904762,17.625,5.9
199-75-8169,Food and beverages,10.3125,8,16.5,99.0,2019-02-27,Wednesday,15:0,Cash,82.5,4.761904762,37.788,9.1
199-75-8169,Food and beverages,73.05000305175781,10,36.525001525878906,767.025,2019-03-03,Sunday,12:15,Credit card,730.5,4.761904762,36.525,8.7
199-75-8169,Food and beverages,11.785714285714286,7,16.5,99.0,2019-03-13,Wednesday,19:30,Credit card,82.5,4.761904762,16.0265,7.0
199-75-8169,Sports and travel,12.760000228881836,2,1.2760000228881836,26.796,2019-01-08,Tuesday,18:0,Ewallet,25.520000457763672,4.761904762,1.276,7.8
199-75-8169,Sports and travel,8.25,10,16.5,99.0,2019-03-06,Wednesday,12:15,Credit card,82.5,4.761904762,7.905,8.6
225-32-0908,Electronic accessories,40.29999923706055,10,20.149999618530273,423.15,2019-01-24,Thursday,17:30,Credit card,403.0,4.761904762,20.15,7.0
225-32-0908,Fashion accessories,46.40999984741211,1,2.320499897003174,48.7305,2019-03-03,Sunday,20:0,Credit card,46.40999984741211,4.761904762,2.3205,4.0
225-32-0908,Food and beverages,18.219999313354492,7,6.376999855041504,133.917,2019-03-10,Sunday,14:0,Credit card,127.54000091552734,4.761904762,6.377,6.6
225-32-0908,Food and beverages,56.560001373291016,5,14.140000343322754,296.94,2019-03-22,Friday,19:0,Credit card,282.79998779296875,4.761904762,14.14,4.5
225-32-0908,Health and beauty,46.529998779296875,6,13.958999633789062,293.139,2019-03-03,Sunday,10:45,Credit card,279.17999267578125,4.761904762,13.959,4.3
225-32-0908,Home and lifestyle,77.68000030517578,9,34.95600128173828,734.076,2019-02-04,Monday,13:15,Ewallet,699.1199951171875,4.761904762,34.956,9.8
225-32-0908,Home and lifestyle,77.04000091552734,3,11.555999755859375,242.676,2019-02-11,Monday,10:30,Credit card,231.1199951171875,4.761904762,11.556,7.2
225-32-0908,Sports and travel,70.19000244140625,9,31.585500717163086,663.2955,2019-01-25,Friday,13:30,Cash,631.7100219726562,4.761904762,31.5855,6.7
225-32-0908,Sports and travel,44.86000061035156,10,22.43000030517578,471.03,2019-01-26,Saturday,19:45,Ewallet,448.6000061035156,4.761904762,22.43,8.2
225-32-0908,Sports and travel,76.91999816894531,10,38.459999084472656,807.66,2019-03-17,Sunday,19:45,Ewallet,769.2000122070312,4.761904762,38.46,5.6
226-31-3081,Electronic accessories,44.84000015258789,9,20.17799949645996,423.738,2019-01-14,Monday,14:0,Credit card,403.55999755859375,4.761904762,20.178,7.5
226-31-3081,Electronic accessories,83.08000183105469,1,4.1539998054504395,87.234,2019-01-23,Wednesday,17:15,Ewallet,83.08000183105469,4.761904762,4.154,6.4
226-31-3081,Electronic accessories,19.239999771118164,9,8.657999992370605,181.818,2019-03-04,Monday,16:15,Cash,173.16000366210938,4.761904762,8.658,8.0
226-31-3081,Electronic accessories,15.279999732971191,5,3.819999933242798,80.22,2019-03-08,Friday,10:15,Cash,76.4000015258789,4.761904762,3.82,9.6
226-31-3081,Fashion accessories,60.40999984741211,8,24.163999557495117,507.444,2019-02-07,Thursday,12:15,Ewallet,483.2799987792969,4.761904762,24.164,9.6
226-31-3081,Fashion accessories,88.33999633789062,7,30.91900062561035,649.299,2019-02-18,Monday,13:15,Cash,618.3800048828125,4.761904762,30.919,6.6
226-31-3081,Fashion accessories,48.709999084472656,1,2.435499906539917,51.1455,2019-03-26,Tuesday,19:15,Cash,48.709999084472656,4.761904762,2.4355,4.1
226-31-3081,Health and beauty,85.5999984741211,7,29.959999084472656,629.16,2019-03-02,Saturday,13:45,Cash,599.2000122070312,4.761904762,29.96,5.3
226-31-3081,Home and lifestyle,88.61000061035156,1,4.430500030517578,93.0405,2019-01-19,Saturday,10:15,Cash,88.61000061035156,4.761904762,4.4305,7.7
226-31-3081,Home and lifestyle,86.69000244140625,5,21.672500610351562,455.1225,2019-02-11,Monday,18:30,Ewallet,433.45001220703125,4.761904762,21.6725,9.4
226-31-3081,Sports and travel,98.12999725341797,1,4.906499862670898,103.0365,2019-01-21,Monday,17:30,Cash,98.12999725341797,4.761904762,4.9065,8.9
226-31-3081,Sports and travel,19.149999618530273,6,5.744999885559082,120.645,2019-01-29,Tuesday,10:0,Credit card,114.9000015258789,4.761904762,5.745,6.8
226-31-3081,Sports and travel,73.97000122070312,1,3.698499917984009,77.6685,2019-02-03,Sunday,15:45,Credit card,73.97000122070312,4.761904762,3.6985,5.4
227-03-5010,Fashion accessories,91.3499984741211,1,4.567500114440918,95.9175,2019-02-16,Saturday,15:30,Cash,91.3499984741211,4.761904762,4.5675,6.8
227-03-5010,Fashion accessories,61.77000045776367,5,15.442500114440918,324.2925,2019-03-08,Friday,13:15,Cash,308.8500061035156,4.761904762,15.4425,6.7
227-03-5010,Fashion accessories,56.470001220703125,8,22.58799934387207,474.348,2019-03-09,Saturday,14:45,Ewallet,451.760009765625,4.761904762,22.588,7.3
227-03-5010,Fashion accessories,25.420000076293945,8,10.168000221252441,213.528,2019-03-19,Tuesday,19:30,Credit card,203.36000061035156,4.761904762,10.168,6.7
227-03-5010,Food and beverages,81.70999908447266,6,24.51300048828125,514.773,2019-01-27,Sunday,14:30,Credit card,490.260009765625,4.761904762,24.513,8.0
227-03-5010,Food and beverages,23.34000015258789,4,4.668000221252441,98.028,2019-02-04,Monday,18:45,Ewallet,93.36000061035156,4.761904762,4.668,7.4
227-03-5010,Food and beverages,43.25,2,4.324999809265137,90.825,2019-03-20,Wednesday,15:45,Cash,86.5,4.761904762,4.325,6.2
227-03-5010,Health and beauty,68.70999908447266,3,10.306500434875488,216.4365,2019-03-04,Monday,10:0,Cash,206.1300048828125,4.761904762,10.3065,8.7
227-03-5010,Home and lifestyle,52.59000015258789,8,21.035999298095703,441.756,2019-03-22,Friday,19:15,Credit card,420.7200012207031,4.761904762,21.036,8.5
227-03-5010,Sports and travel,35.220001220703125,6,10.565999984741211,221.886,2019-03-14,Thursday,13:45,Ewallet,211.32000732421875,4.761904762,10.566,6.5
228-96-1411,Electronic accessories,60.29999923706055,1,3.015000104904175,63.315,2019-02-28,Thursday,17:30,Cash,60.29999923706055,4.761904762,3.015,6.0
228-96-1411,Electronic accessories,41.25,2,16.5,99.0,2019-03-27,Wednesday,15:0,Ewallet,82.5,4.761904762,5.567,6.0
228-96-1411,Fashion accessories,93.19999694824219,2,9.319999694824219,195.72,2019-02-28,Thursday,18:30,Credit card,186.39999389648438,4.761904762,9.32,6.0
228-96-1411,Food and beverages,98.69999694824219,8,39.47999954223633,829.08,2019-03-04,Monday,20:30,Cash,789.5999755859375,4.761904762,39.48,7.6
228-96-1411,Health and beauty,68.5999984741211,10,34.29999923706055,720.3,2019-02-05,Tuesday,19:45,Cash,686.0,4.761904762,34.3,9.1
228-96-1411,Health and beauty,55.970001220703125,7,19.589500427246094,411.3795,2019-03-05,Tuesday,19:0,Ewallet,391.7900085449219,4.761904762,19.5895,8.9
228-96-1411,Home and lifestyle,45.68000030517578,10,22.84000015258789,479.64,2019-01-19,Saturday,19:30,Ewallet,456.79998779296875,4.761904762,22.84,5.7
228-96-1411,Sports and travel,71.62999725341797,2,7.163000106811523,150.423,2019-02-12,Tuesday,14:30,Ewallet,143.25999450683594,4.761904762,7.163,8.8
228-96-1411,Sports and travel,20.18000030517578,4,4.035999774932861,84.756,2019-02-13,Wednesday,12:0,Credit card,80.72000122070312,4.761904762,4.036,5.0
228-96-1411,Sports and travel,88.43000030517578,8,35.37200164794922,742.812,2019-03-22,Friday,19:30,Credit card,707.4400024414062,4.761904762,35.372,4.3
232-11-3025,Electronic accessories,51.31999969482422,9,23.0939998626709,484.974,2019-03-14,Thursday,19:30,Cash,461.8800048828125,4.761904762,23.094,5.6
232-11-3025,Fashion accessories,65.73999786376953,9,29.58300018310547,621.243,2019-01-01,Tuesday,13:45,Cash,591.6599731445312,4.761904762,29.583,7.7
232-11-3025,Fashion accessories,98.9800033569336,10,49.4900016784668,1039.29,2019-02-08,Friday,16:15,Credit card,989.7999877929688,4.761904762,49.49,8.7
232-11-3025,Food and beverages,74.5999984741211,10,37.29999923706055,783.3,2019-01-08,Tuesday,20:45,Cash,746.0,4.761904762,37.3,9.5
232-11-3025,Health and beauty,37.150001525878906,7,13.0024995803833,273.0525,2019-02-08,Friday,13:0,Credit card,260.04998779296875,4.761904762,13.0025,7.7
232-11-3025,Health and beauty,17.969999313354492,4,3.5940001010894775,75.474,2019-02-23,Saturday,20:30,Ewallet,71.87999725341797,4.761904762,3.594,6.4
232-11-3025,Home and lifestyle,81.01000213623047,3,12.15149974822998,255.1815,2019-01-13,Sunday,12:45,Credit card,243.02999877929688,4.761904762,12.1515,9.3
232-11-3025,Sports and travel,78.7699966430664,10,39.3849983215332,827.085,2019-01-24,Thursday,10:0,Cash,787.7000122070312,4.761904762,39.385,6.4
232-11-3025,Sports and travel,13.6899995803833,6,4.10699987411499,86.247,2019-02-13,Wednesday,13:45,Cash,82.13999938964844,4.761904762,4.107,6.3
232-11-3025,Sports and travel,90.52999877929688,8,36.21200180053711,760.452,2019-03-15,Friday,14:45,Credit card,724.239990234375,4.761904762,36.212,6.5
232-16-2483,Fashion accessories,95.54000091552734,7,33.43899917602539,702.219,2019-03-09,Saturday,14:30,Credit card,668.780029296875,4.761904762,33.439,9.6
232-16-2483,Food and beverages,53.720001220703125,1,2.686000108718872,56.406,2019-03-01,Friday,20:0,Ewallet,53.720001220703125,4.761904762,2.686,6.4
232-16-2483,Food and beverages,23.479999542236328,2,2.3480000495910645,49.308,2019-03-14,Thursday,11:15,Credit card,46.959999084472656,4.761904762,2.348,7.9
